state,telecom_circle,provider,year,month,wireless_subscribers,wireline_subscribers,vlr_proportion
Sikkim,North East,Aircel,2017,8,46666.876196304,,0.80517077136
Sikkim,North East,BSNL,2017,8,20537.65734174,1537.561361664,0.94630242744
Sikkim,North East,Bharti Airtel,2017,8,58627.357185852,,1.3066016742
Sikkim,North East,Idea Cellular,2017,8,6907.487480748,,1.40224571712
Sikkim,North East,Reliance Communications,2017,8,2861.771144184,,0.19622369196
Sikkim,North East,Reliance Jio,2017,8,15135.876553968,,1.0885012416
Sikkim,North East,Vodafone,2017,8,20998.442861208,1.60073712,1.20268715616
Sikkim,West Bengal,Aircel,2017,8,33629.494272994,,0.50928141472
Sikkim,West Bengal,BSNL,2017,8,11516.43701201,2000.147169464,0.5297294341
Sikkim,West Bengal,Bharti Airtel,2017,8,110303.511951964,,0.648513236
Sikkim,West Bengal,Idea Cellular,2017,8,38618.559537398,,0.69688702942
Sikkim,West Bengal,Reliance Communications,2017,8,19803.979561832,12.626155656,0.05485892578
Sikkim,West Bengal,Reliance Jio,2017,8,30084.026089408,,0.51212693198
Sikkim,West Bengal,Sistema Shyam,2017,8,5300.027361066,,0.47672340328
Sikkim,West Bengal,Tata Teleservices,2017,8,1565.047727964,25.318486132,0.0181980755
Sikkim,West Bengal,Vodafone,2017,8,135941.582759672,0.39704892,0.60047031668
Tamil Nadu,Tamil Nadu,Aircel,2017,8,20531295.8207521,,64.83846582788
Tamil Nadu,Tamil Nadu,BSNL,2017,8,9631650.88407251,1603703.17170458,63.91444888006
Tamil Nadu,Tamil Nadu,Bharti Airtel,2017,8,18850515.8736447,547013.118125675,94.08261922963
Tamil Nadu,Tamil Nadu,Idea Cellular,2017,8,5702384.80708481,,103.49972812337
Tamil Nadu,Tamil Nadu,Reliance Communications,2017,8,5258171.52339437,128899.381224137,86.95589277038
Tamil Nadu,Tamil Nadu,Reliance Jio,2017,8,9232158.05466305,,70.89372582636
Tamil Nadu,Tamil Nadu,Sistema Shyam,2017,8,381615.067462648,,50.48671323408
Tamil Nadu,Tamil Nadu,Tata Teleservices,2017,8,3704762.39756028,111337.161235039,61.98777524418
Tamil Nadu,Tamil Nadu,Vodafone,2017,8,15931652.4991307,11648.51152305,96.333681794
Telangana,Telangana,Aircel,2017,8,1077633.95031025,1919.43188240042,54.37
Telangana,Telangana,BSNL,2017,8,4150467.26664098,471627.754592063,72.27
Telangana,Telangana,Bharti Airtel,2017,8,11031777.8953074,68022.7125447665,98.93
Telangana,Telangana,Idea Cellular,2017,8,6899683.04328204,,105.43
Telangana,Telangana,Reliance Communications,2017,8,1348520.08591198,30960.8749431091,86.01
Telangana,Telangana,Reliance Jio,2017,8,4529744.19242977,,70.67
Telangana,Telangana,Tata Teleservices,2017,8,1509419.21555036,72758.3871955444,79.21
Telangana,Telangana,Telenor,2017,8,1878808.04604675,,72.9
Telangana,Telangana,Vodafone,2017,8,2816806.01693117,5500.05384154842,86.01
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Aircel,2017,8,74.3810118045,7.675185546,11.57471841288
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,BSNL,2017,8,24730.207653345,5088.773051349,0.27007419816
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Bharti Airtel,2017,8,44517.9180189705,373.6170678285,0.4770541392
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Idea Cellular,2017,8,61534.896020517,,0.5039846148
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Reliance Communications,2017,8,25114.8085080075,344.9264932875,0.4241549907
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Reliance Jio,2017,8,46444.4569172055,,0.35942566899
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Sistema Shyam,2017,8,378.353946126,,0.20332509078
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Tata Teleservices,2017,8,12082.5839015745,433.9990413345,0.27767243949
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Telenor,2017,8,37617.6761444145,,0.29190711945
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Vodafone,2017,8,97040.111995773,43.2859305135,0.450941195895
Tripura,North East,Aircel,2017,8,280800.338130676,,4.84481163684
Tripura,North East,BSNL,2017,8,123577.612131435,9251.695966016,5.69401818286
Tripura,North East,Bharti Airtel,2017,8,352768.024417263,,7.86198309855
Tripura,North East,Idea Cellular,2017,8,41563.202389387,,8.43748507728
Tripura,North East,Reliance Communications,2017,8,17219.629219646,,1.18070210699
Tripura,North East,Reliance Jio,2017,8,91074.432245692,,6.5496459504
Tripura,North East,Vodafone,2017,8,126350.215318502,9.63183228,7.23671665304
Uttar Pradesh,Uttar Pradesh East,Aircel,2017,8,6656535.0,2.0,57.68
Uttar Pradesh,Uttar Pradesh East,BSNL,2017,8,11660824.0,374421.0,47.25
Uttar Pradesh,Uttar Pradesh East,Bharti Airtel,2017,8,24577707.0,64085.0,96.61
Uttar Pradesh,Uttar Pradesh East,Idea Cellular,2017,8,11990212.0,,105.22
Uttar Pradesh,Uttar Pradesh East,Reliance Communications,2017,8,7133574.0,34270.0,90.43
Uttar Pradesh,Uttar Pradesh East,Reliance Jio,2017,8,8219009.0,,78.72
Uttar Pradesh,Uttar Pradesh East,Tata Teleservices,2017,8,3083843.0,13219.0,72.09
Uttar Pradesh,Uttar Pradesh East,Telenor,2017,8,11300099.0,,70.99
Uttar Pradesh,Uttar Pradesh East,Vodafone,2017,8,21401785.0,2010.0,92.66
Uttar Pradesh,Uttar Pradesh West,Aircel,2017,8,526542.736648524,,45.44118735697
Uttar Pradesh,Uttar Pradesh West,BSNL,2017,8,3467992.5327478,198712.627067942,30.04445911386
Uttar Pradesh,Uttar Pradesh West,Bharti Airtel,2017,8,5452527.51413091,13809.941067957,57.84192611064
Uttar Pradesh,Uttar Pradesh West,Idea Cellular,2017,8,9657357.08448036,,61.20033368348
Uttar Pradesh,Uttar Pradesh West,Reliance Communications,2017,8,3213427.65484708,4253.580238838,54.97278295039
Uttar Pradesh,Uttar Pradesh West,Reliance Jio,2017,8,4288670.76573307,,40.50022081995
Uttar Pradesh,Uttar Pradesh West,Sistema Shyam,2017,8,46634.146881495,,23.50281270849
Uttar Pradesh,Uttar Pradesh West,Tata Teleservices,2017,8,1643802.78803349,6066.878716116,42.23378731888
Uttar Pradesh,Uttar Pradesh West,Telenor,2017,8,4667822.29607378,,43.78010447472
Uttar Pradesh,Uttar Pradesh West,Vodafone,2017,8,7432919.45279062,2428.20115878,58.53656077049
Uttarakhand,Uttar Pradesh West,Aircel,2017,8,345173.263351476,,29.78881264303
Uttarakhand,Uttar Pradesh West,BSNL,2017,8,2273430.4672522,130265.372932058,19.69554088614
Uttarakhand,Uttar Pradesh West,Bharti Airtel,2017,8,3574385.48586909,9053.058932043,37.91807388936
Uttarakhand,Uttar Pradesh West,Idea Cellular,2017,8,6330846.91551964,,40.11966631652
Uttarakhand,Uttar Pradesh West,Reliance Communications,2017,8,2106551.34515292,2788.419761162,36.03721704961
Uttarakhand,Uttar Pradesh West,Reliance Jio,2017,8,2811423.23426693,,26.54977918005
Uttarakhand,Uttar Pradesh West,Sistema Shyam,2017,8,30570.853118505,,15.40718729151
Uttarakhand,Uttar Pradesh West,Tata Teleservices,2017,8,1077589.21196651,3977.121283884,27.68621268112
Uttarakhand,Uttar Pradesh West,Telenor,2017,8,3059974.70392622,,28.69989552528
Uttarakhand,Uttar Pradesh West,Vodafone,2017,8,4872624.54720938,1591.79884122,38.37343922951
West Bengal,Kolkata,Aircel,2017,8,4361627.0,,59.37
West Bengal,Kolkata,BSNL,2017,8,1136329.0,585303.0,74.5
West Bengal,Kolkata,Bharti Airtel,2017,8,5162669.0,121109.0,99.67
West Bengal,Kolkata,Idea Cellular,2017,8,2471299.0,,100.27
West Bengal,Kolkata,Reliance Communications,2017,8,3750023.0,68613.0,97.59
West Bengal,Kolkata,Reliance Jio,2017,8,4382403.0,,70.42
West Bengal,Kolkata,Sistema Shyam,2017,8,290902.0,,71.69
West Bengal,Kolkata,Tata Teleservices,2017,8,2392615.0,50287.0,79.2
West Bengal,Kolkata,Vodafone,2017,8,5711247.0,5490.0,98.15
West Bengal,West Bengal,Aircel,2017,8,5027325.78218867,,76.13327651696
West Bengal,West Bengal,BSNL,2017,8,1721610.21035406,299005.133755252,79.19008296755
West Bengal,West Bengal,Bharti Airtel,2017,8,16489444.801059,,96.947259598
West Bengal,West Bengal,Idea Cellular,2017,8,5773148.96433809,,104.17873375781
West Bengal,West Bengal,Reliance Communications,2017,8,2960527.92923168,1887.503788908,8.20094675579
West Bengal,West Bengal,Reliance Jio,2017,8,4497308.18916214,,76.55865734989
West Bengal,West Bengal,Sistema Shyam,2017,8,792309.393126663,,71.26612838204
West Bengal,West Bengal,Tata Teleservices,2017,8,233961.436627002,3784.900155326,2.72045881525
West Bengal,West Bengal,Vodafone,2017,8,20322120.1702118,59.35546506,89.76524832574
Andaman And Nicobar Islands,West Bengal,Aircel,2017,7,21225.972611427,,0.33625100584
Andaman And Nicobar Islands,West Bengal,BSNL,2017,7,7220.148897946,1258.008562563,0.33752968361
Andaman And Nicobar Islands,West Bengal,Bharti Airtel,2017,7,69101.045992405,,0.40113359075
Andaman And Nicobar Islands,West Bengal,Idea Cellular,2017,7,25154.615190111,,0.43904019948
Andaman And Nicobar Islands,West Bengal,Reliance Communications,2017,7,12646.733610816,7.993798446,0.03332811736
Andaman And Nicobar Islands,West Bengal,Reliance Jio,2017,7,17888.355521872,,0.32775398582
Andaman And Nicobar Islands,West Bengal,Sistema Shyam,2017,7,3476.922845446,,0.28320650222
Andaman And Nicobar Islands,West Bengal,Tata Teleservices,2017,7,812.801836418,16.775427389,0.01843770849
Andaman And Nicobar Islands,West Bengal,Vodafone,2017,7,85183.001054297,0.24748602,0.37939606866
Andhra Pradesh,Andhra Pradesh,Aircel,2017,7,1529012.27320354,2696.29438140536,54.24
Andhra Pradesh,Andhra Pradesh,BSNL,2017,7,5874679.16439458,674505.588603318,72.3
Andhra Pradesh,Andhra Pradesh,Bharti Airtel,2017,7,15613998.0962241,95818.6823527644,97.09
Andhra Pradesh,Andhra Pradesh,Idea Cellular,2017,7,9928614.03732898,,104.43
Andhra Pradesh,Andhra Pradesh,Reliance Communications,2017,7,2007850.70930304,43900.9478878516,83.6
Andhra Pradesh,Andhra Pradesh,Reliance Jio,2017,7,6286654.18904284,,71.82
Andhra Pradesh,Andhra Pradesh,Tata Teleservices,2017,7,1953365.63366626,102917.556538243,89.65
Andhra Pradesh,Andhra Pradesh,Telenor,2017,7,2710914.15846211,,72.54
Andhra Pradesh,Andhra Pradesh,Vodafone,2017,7,4025211.1316591,7789.94615845158,85.27
Arunachal Pradesh,North East,Aircel,2017,7,106298.617361091,,1.81263499052
Arunachal Pradesh,North East,BSNL,2017,7,46950.571635538,3522.515705977,2.13398772483
Arunachal Pradesh,North East,Bharti Airtel,2017,7,133039.487851074,,2.92059150157
Arunachal Pradesh,North East,Idea Cellular,2017,7,16137.802256077,,3.12313743947
Arunachal Pradesh,North East,Reliance Communications,2017,7,7396.342806631,,0.46283258347
Arunachal Pradesh,North East,Reliance Jio,2017,7,32186.121530634,,2.56870572289
Arunachal Pradesh,North East,Vodafone,2017,7,48006.561509685,4.53461055,2.70232558043
Assam,Assam,Aircel,2017,7,5884219.0,1.0,85.23
Assam,Assam,BSNL,2017,7,1534939.0,145782.0,73.08
Assam,Assam,Bharti Airtel,2017,7,6624021.0,,94.47
Assam,Assam,Idea Cellular,2017,7,1239308.0,,104.38
Assam,Assam,Reliance Communications,2017,7,1007338.0,,3.63
Assam,Assam,Reliance Jio,2017,7,2016623.0,,88.85
Assam,Assam,Vodafone,2017,7,3868908.0,2730.0,88.29
Assam,North East,Aircel,2017,7,2397228.38101959,,40.87823672196
Assam,North East,BSNL,2017,7,1058821.32452837,79439.176468971,48.12532905609
Assam,North East,Bharti Airtel,2017,7,3000283.9546777,,65.86468395111
Assam,North East,Idea Cellular,2017,7,363936.978071271,,70.43246557281
Assam,North East,Reliance Communications,2017,7,166801.067897013,,10.43772188481
Assam,North East,Reliance Jio,2017,7,725855.951127582,,57.92901558147
Assam,North East,Vodafone,2017,7,1082635.82898025,102.26376765,60.94238793489
Bihar,Bihar,Aircel,2017,7,5763633.06675611,0.759364542,66.64183220592
Bihar,Bihar,BSNL,2017,7,3061910.46561694,200008.267352838,49.1688540945
Bihar,Bihar,Bharti Airtel,2017,7,23722936.327361,,71.80551109152
Bihar,Bihar,Idea Cellular,2017,7,9392329.42969914,,76.14907627176
Bihar,Bihar,Reliance Communications,2017,7,2363239.65336538,4932.832064832,6.05972904516
Bihar,Bihar,Reliance Jio,2017,7,5793490.52118301,,65.305350612
Bihar,Bihar,Tata Teleservices,2017,7,845512.930560816,9141.989721138,60.62766503328
Bihar,Bihar,Telenor,2017,7,6667787.16470833,,56.73971857824
Bihar,Bihar,Vodafone,2017,7,7393747.26050575,1457.97992064,73.66595421942
Chandigarh,Punjab,Aircel,2017,7,40321.229673913,1.127845193,1.78963564657
Chandigarh,Punjab,BSNL,2017,7,177693.46544127,19406.432032818,2.08978799632
Chandigarh,Punjab,Bharti Airtel,2017,7,340120.018146959,4329.433874897,3.46503148972
Chandigarh,Punjab,Idea Cellular,2017,7,260973.227053463,,3.67786679227
Chandigarh,Punjab,HFCL Infotel,2017,7,,9664.760133538,
Chandigarh,Punjab,Reliance Communications,2017,7,59748.108448617,731.753237639,3.14377752023
Chandigarh,Punjab,Reliance Jio,2017,7,209094.13089851,,2.56602972459
Chandigarh,Punjab,Tata Teleservices,2017,7,68466.02435158,580.985802807,2.92330197605
Chandigarh,Punjab,Vodafone,2017,7,192769.554046616,39.29267124,3.27948276442
Chhattisgarh,Madhya Pradesh,Aircel,2017,7,5384.75625105,,0.25760648925
Chhattisgarh,Madhya Pradesh,BSNL,2017,7,1408317.24275522,182330.75058825,16.6793696575
Chhattisgarh,Madhya Pradesh,Bharti Airtel,2017,7,3700425.1042407,70985.159468575,25.1101274875
Chhattisgarh,Madhya Pradesh,Idea Cellular,2017,7,6315995.38301435,,27.08511057175
Chhattisgarh,Madhya Pradesh,Reliance Communications,2017,7,2352890.2427283,5112.05766445,22.30247696325
Chhattisgarh,Madhya Pradesh,Reliance Jio,2017,7,1965580.1871838,,20.369127251
Chhattisgarh,Madhya Pradesh,Tata Teleservices,2017,7,985216.2783452,3975.46660885,20.0828978185
Chhattisgarh,Madhya Pradesh,Vodafone,2017,7,1717404.17710895,148.31888775,20.587702454
Delhi,Delhi,Aircel,2017,7,6900962.0,16361.0,50.55
Delhi,Delhi,Bharti Airtel,2017,7,11981354.0,1298653.0,95.05
Delhi,Delhi,Idea Cellular,2017,7,6523661.0,,103.42
Delhi,Delhi,MTNL,2017,7,2318416.0,1581292.0,41.42
Delhi,Delhi,Reliance Communications,2017,7,5731960.0,169002.0,80.06
Delhi,Delhi,Reliance Jio,2017,7,8585443.0,,71.65
Delhi,Delhi,Sistema Shyam,2017,7,435913.0,,43.78
Delhi,Delhi,Tata Teleservices,2017,7,1332946.0,140137.0,56.99
Delhi,Delhi,Vodafone,2017,7,11030784.0,30750.0,98.48
Gujarat,Gujarat,Aircel,2017,7,15318.237960924,1580.649627312,2462.74323449352
Gujarat,Gujarat,BSNL,2017,7,5002423.30209989,1053325.69823046,57.08561686608
Gujarat,Gujarat,Bharti Airtel,2017,7,9169718.89089444,76895.237070024,94.72013180208
Gujarat,Gujarat,Idea Cellular,2017,7,12847616.2378432,,103.50481989372
Gujarat,Gujarat,Reliance Communications,2017,7,5388043.37862767,71299.578928224,87.66861216144
Gujarat,Gujarat,Reliance Jio,2017,7,9248735.52614849,,76.32873858204
Gujarat,Gujarat,Sistema Shyam,2017,7,84660.822112476,,41.95258033392
Gujarat,Gujarat,Tata Teleservices,2017,7,2128322.93477222,88909.560772356,71.84230824888
Gujarat,Gujarat,Telenor,2017,7,7886846.42072171,,60.62128050612
Gujarat,Gujarat,Vodafone,2017,7,20040358.4053986,9029.312438724,93.23455884408
Haryana,Haryana,Aircel,2017,7,3092.0,,0.36
Haryana,Haryana,BSNL,2017,7,3985130.0,259598.0,46.48
Haryana,Haryana,Bharti Airtel,2017,7,3646606.0,22626.0,95.46
Haryana,Haryana,Idea Cellular,2017,7,5058203.0,,102.57
Haryana,Haryana,Reliance Communications,2017,7,1424162.0,4014.0,91.21
Haryana,Haryana,Reliance Jio,2017,7,3312305.0,,72.47
Haryana,Haryana,Tata Teleservices,2017,7,2026283.0,38180.0,86.7
Haryana,Haryana,Vodafone,2017,7,6019205.0,,94.26
Haryana,Punjab,Aircel,2017,7,8074.369325405,0.225852205,0.35837645045
Haryana,Punjab,BSNL,2017,7,35583.30631995,3886.15875033,0.4184822792
Haryana,Punjab,Bharti Airtel,2017,7,68109.397051915,866.973759445,0.6938762582
Haryana,Punjab,Idea Cellular,2017,7,52260.167567155,,0.73649675495
Haryana,Punjab,HFCL Infotel,2017,7,,1935.37854353,
Haryana,Punjab,Reliance Communications,2017,7,11964.622557645,146.534367715,0.62954480755
Haryana,Punjab,Reliance Jio,2017,7,41871.32312935,,0.51385019415
Haryana,Punjab,Tata Teleservices,2017,7,13710.3945323,116.343027795,0.58539434425
Haryana,Punjab,Vodafone,2017,7,38602.30917196,7.8683994,0.6567199277
Himachal Pradesh,Himachal Pradesh,Aircel,2017,7,1072569.0,,44.93
Himachal Pradesh,Himachal Pradesh,BSNL,2017,7,2261703.0,132497.0,59.97
Himachal Pradesh,Himachal Pradesh,Bharti Airtel,2017,7,3068448.0,,95.43
Himachal Pradesh,Himachal Pradesh,Idea Cellular,2017,7,825199.0,,116.4
Himachal Pradesh,Himachal Pradesh,Reliance Communications,2017,7,1507890.0,3891.0,91.91
Himachal Pradesh,Himachal Pradesh,Reliance Jio,2017,7,1272209.0,,78.08
Himachal Pradesh,Himachal Pradesh,Tata Teleservices,2017,7,32594.0,2499.0,29.76
Himachal Pradesh,Himachal Pradesh,Vodafone,2017,7,682179.0,60.0,96.03
Jammu And Kashmir,Jammu and Kashmir,Aircel,2017,7,3116522.1400224,,63.6380252184
Jammu And Kashmir,Jammu and Kashmir,BSNL,2017,7,1482066.61488612,123359.56330224,65.437809516
Jammu And Kashmir,Jammu and Kashmir,Bharti Airtel,2017,7,3751988.80604664,,81.91952985
Jammu And Kashmir,Jammu and Kashmir,Idea Cellular,2017,7,650802.00201216,,101.5606541412
Jammu And Kashmir,Jammu and Kashmir,Reliance Communications,2017,7,790002.6015642,,48.760460454
Jammu And Kashmir,Jammu and Kashmir,Reliance Jio,2017,7,1418192.85705048,,78.5644971648
Jammu And Kashmir,Jammu and Kashmir,Vodafone,2017,7,975582.85995048,,84.8930865156
Jharkhand,Bihar,Aircel,2017,7,1826440.93324389,0.240635458,21.11816779408
Jharkhand,Bihar,BSNL,2017,7,970290.534383058,63380.732647162,15.5811459055
Jharkhand,Bihar,Bharti Airtel,2017,7,7517574.67263904,,22.75448890848
Jharkhand,Bihar,Idea Cellular,2017,7,2976340.57030086,,24.13092372824
Jharkhand,Bihar,Reliance Communications,2017,7,748888.346634624,1563.167935168,1.92027095484
Jharkhand,Bihar,Reliance Jio,2017,7,1835902.47881699,,20.694649388
Jharkhand,Bihar,Tata Teleservices,2017,7,267935.069439184,2897.010278862,19.21233496672
Jharkhand,Bihar,Telenor,2017,7,2112958.83529167,,17.98028142176
Jharkhand,Bihar,Vodafone,2017,7,2343008.73949425,462.02007936,23.34404578058
Karnataka,Karnataka,Aircel,2017,7,3318202.0,31932.0,48.79
Karnataka,Karnataka,BSNL,2017,7,7034574.0,1177638.0,63.17
Karnataka,Karnataka,Bharti Airtel,2017,7,22965302.0,627914.0,97.25
Karnataka,Karnataka,Idea Cellular,2017,7,9515661.0,,99.42
Karnataka,Karnataka,Reliance Communications,2017,7,5395847.0,159303.0,82.54
Karnataka,Karnataka,Reliance Jio,2017,7,8072922.0,,75.51
Karnataka,Karnataka,Sistema Shyam,2017,7,598758.0,,58.5
Karnataka,Karnataka,Tata Teleservices,2017,7,5503567.0,252620.0,91.19
Karnataka,Karnataka,Vodafone,2017,7,7789893.0,24330.0,95.78
Kerala,Kerala,Aircel,2017,7,354431.953898724,2581.018689054,58.41725594367
Kerala,Kerala,BSNL,2017,7,9636654.46270097,1946227.82187018,70.70354367076
Kerala,Kerala,Bharti Airtel,2017,7,4632779.83386482,57458.107080491,99.06879933314
Kerala,Kerala,Idea Cellular,2017,7,11149640.4320935,,102.7017877431
Kerala,Kerala,Reliance Communications,2017,7,1205851.73191128,32613.057495564,88.1299111537
Kerala,Kerala,Reliance Jio,2017,7,4110597.63435741,,76.34266029611
Kerala,Kerala,Sistema Shyam,2017,7,191582.250348528,,44.26457032465
Kerala,Kerala,Tata Teleservices,2017,7,1117122.97651418,18957.412598566,86.21360957482
Kerala,Kerala,Vodafone,2017,7,7730684.9431671,1826.47494237,94.05846916336
Ladakh,Jammu and Kashmir,Aircel,2017,7,69637.8599776,,1.4219747816
Ladakh,Jammu and Kashmir,BSNL,2017,7,33116.38511388,2756.43669776,1.462190484
Ladakh,Jammu and Kashmir,Bharti Airtel,2017,7,83837.19395336,,1.83047015
Ladakh,Jammu and Kashmir,Idea Cellular,2017,7,14541.99798784,,2.2693458588
Ladakh,Jammu and Kashmir,Reliance Communications,2017,7,17652.3984358,,1.089539546
Ladakh,Jammu and Kashmir,Reliance Jio,2017,7,31689.14294952,,1.7555028352
Ladakh,Jammu and Kashmir,Vodafone,2017,7,21799.14004952,,1.8969134844
Lakshadweep,Kerala,Aircel,2017,7,684.046101276,4.981310946,0.11274405633
Lakshadweep,Kerala,BSNL,2017,7,18598.537299033,3756.178129824,0.13645632924
Lakshadweep,Kerala,Bharti Airtel,2017,7,8941.166135181,110.892919509,0.19120066686
Lakshadweep,Kerala,Idea Cellular,2017,7,21518.567906499,,0.1982122569
Lakshadweep,Kerala,Reliance Communications,2017,7,2327.268088719,62.942504436,0.1700888463
Lakshadweep,Kerala,Reliance Jio,2017,7,7933.365642591,,0.14733970389
Lakshadweep,Kerala,Sistema Shyam,2017,7,369.749651472,,0.08542967535
Lakshadweep,Kerala,Tata Teleservices,2017,7,2156.023485819,36.587401434,0.16639042518
Lakshadweep,Kerala,Vodafone,2017,7,14920.056832905,3.52505763,0.18153083664
Madhya Pradesh,Madhya Pradesh,Aircel,2017,7,15309.24374895,,0.73239351075
Madhya Pradesh,Madhya Pradesh,BSNL,2017,7,4003945.75724477,518379.24941175,47.4206303425
Madhya Pradesh,Madhya Pradesh,Bharti Airtel,2017,7,10520570.8957593,201815.840531425,71.3898725125
Madhya Pradesh,Madhya Pradesh,Idea Cellular,2017,7,17956822.6169856,,77.00488942825
Madhya Pradesh,Madhya Pradesh,Reliance Communications,2017,7,6689433.7572717,14533.94233555,63.40752303675
Madhya Pradesh,Madhya Pradesh,Reliance Jio,2017,7,5588283.8128162,,57.910872749
Madhya Pradesh,Madhya Pradesh,Tata Teleservices,2017,7,2801039.7216548,11302.53339115,57.0971021815
Madhya Pradesh,Madhya Pradesh,Vodafone,2017,7,4882701.82289105,421.68111225,58.532297546
Maharashtra,Maharashtra,Aircel,2017,7,1173446.5,194.5,25.105
Maharashtra,Maharashtra,BSNL,2017,7,3352605.5,677322.999999999,32.26
Maharashtra,Maharashtra,Bharti Airtel,2017,7,7440903.49999998,39696.0,49.51
Maharashtra,Maharashtra,Idea Cellular,2017,7,13525046.5,,51.38
Maharashtra,Maharashtra,Reliance Communications,2017,7,1759944.0,40188.5,44.76
Maharashtra,Maharashtra,Reliance Jio,2017,7,4606397.5,,42.745
Maharashtra,Maharashtra,Tata Teleservices,2017,7,2139498.0,154970.5,44.93
Maharashtra,Maharashtra,Telenor,2017,7,3449517.5,,34.065
Maharashtra,Maharashtra,Vodafone,2017,7,9877112.99999999,7317.0,47.805
Maharashtra,Mumbai,Aircel,2017,7,2871666.0,10565.0,46.03
Maharashtra,Mumbai,Bharti Airtel,2017,7,6631153.0,360585.0,100.44
Maharashtra,Mumbai,Idea Cellular,2017,7,4319996.0,,91.27
Maharashtra,Mumbai,MTNL,2017,7,1299675.0,1842597.0,63.38
Maharashtra,Mumbai,Reliance Communications,2017,7,4675555.0,253097.0,81.23
Maharashtra,Mumbai,Reliance Jio,2017,7,5891122.0,,69.9
Maharashtra,Mumbai,Tata Teleservices,2017,7,2373323.0,556062.0,80.49
Maharashtra,Mumbai,Vodafone,2017,7,8941002.0,24740.0,90.56
Manipur,North East,Aircel,2017,7,219383.562614724,,3.74099242128
Manipur,North East,BSNL,2017,7,96898.566772632,7269.916242828,4.40421372612
Manipur,North East,Bharti Airtel,2017,7,274572.497157336,,6.02763972348
Manipur,North East,Idea Cellular,2017,7,33305.875839228,,6.44566255908
Manipur,North East,Reliance Communications,2017,7,15264.883735284,,0.95521337508
Manipur,North East,Reliance Jio,2017,7,66427.072933176,,5.30140303596
Manipur,North East,Vodafone,2017,7,99077.96314134,9.3587202,5.57717332452
Meghalaya,North East,Aircel,2017,7,227917.937971071,,3.88652307612
Meghalaya,North East,BSNL,2017,7,100668.077717178,7552.727741037,4.57554476223
Meghalaya,North East,Bharti Airtel,2017,7,285253.811314794,,6.26212465617
Meghalaya,North East,Idea Cellular,2017,7,34601.528269137,,6.69640925607
Meghalaya,North East,Reliance Communications,2017,7,15858.712397811,,0.99237272007
Meghalaya,North East,Reliance Jio,2017,7,69011.193491154,,5.50763618709
Meghalaya,North East,Vodafone,2017,7,102932.256128985,9.72278955,5.79413438583
Mizoram,North East,Aircel,2017,7,84287.927761617,,1.43730229924
Mizoram,North East,BSNL,2017,7,37228.766362406,2793.127104899,1.69211423121
Mizoram,North East,Bharti Airtel,2017,7,105491.708357238,,2.31584014559
Mizoram,North East,Idea Cellular,2017,7,12796.233333599,,2.47644597289
Mizoram,North East,Reliance Communications,2017,7,5864.821421597,,0.36699630089
Mizoram,North East,Reliance Jio,2017,7,25521.512450958,,2.03681748443
Mizoram,North East,Vodafone,2017,7,38066.098027095,3.59565285,2.14276938841
Nagaland,North East,Aircel,2017,7,151989.540382626,,2.59176992072
Nagaland,North East,BSNL,2017,7,67131.595694668,5036.618127622,3.05125147938
Nagaland,North East,Bharti Airtel,2017,7,190224.587235564,,4.17596551102
Nagaland,North East,Idea Cellular,2017,7,23074.403116222,,4.46557289042
Nagaland,North East,Reliance Communications,2017,7,10575.553771066,,0.66177447442
Nagaland,North East,Reliance Jio,2017,7,46020.860285724,,3.67282672054
Nagaland,North East,Vodafone,2017,7,68641.48754091,6.4837473,3.86388114098
Odisha,Odisha,Aircel,2017,7,4388770.0,,66.07
Odisha,Odisha,BSNL,2017,7,5180736.0,267284.0,68.16
Odisha,Odisha,Bharti Airtel,2017,7,11803288.0,,96.45
Odisha,Odisha,Idea Cellular,2017,7,1843176.0,,106.41
Odisha,Odisha,Reliance Communications,2017,7,2091848.0,3281.0,5.22
Odisha,Odisha,Reliance Jio,2017,7,3170350.0,,80.99
Odisha,Odisha,Tata Teleservices,2017,7,1574059.0,7938.0,83.09
Odisha,Odisha,Vodafone,2017,7,4487580.0,1320.0,92.75
Puducherry,Tamil Nadu,Aircel,2017,7,357008.386580301,,1.11915371754
Puducherry,Tamil Nadu,BSNL,2017,7,165189.401150496,28079.519163987,1.11473287332
Puducherry,Tamil Nadu,Bharti Airtel,2017,7,323792.169494367,9461.711841855,1.70066476494
Puducherry,Tamil Nadu,Idea Cellular,2017,7,100117.974881496,,1.7700380127
Puducherry,Tamil Nadu,Reliance Communications,2017,7,95598.392806167,2235.977990241,1.48234307346
Puducherry,Tamil Nadu,Reliance Jio,2017,7,159595.808978412,,1.21981293978
Puducherry,Tamil Nadu,Sistema Shyam,2017,7,6807.198926709,,0.89556101949
